Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Mauritius;Export;Vegetable;Export (US$ Thousand);497,97;9423,496;11624,76;379,902;626,949;2028,368;921,1;1888,616;1119,756;720,798
United States;Mayotte;Export;Vegetable;Export (US$ Thousand);;;;149,863;2374,783;192,326;6922,262;302,496;;
United States;Mexico;Export;Vegetable;Export (US$ Thousand);5082227,564;6469668,785;8804625,027;6556968,704;7124583,025;9387864,379;9809228,74;8327404,07;8451393,393;7770043,285
United States;Micronesia, Fed. Sts.;Export;Vegetable;Export (US$ Thousand);2473,742;2717,985;4671,658;5997,754;4761,903;5533,527;4793,963;5297,192;5609,768;5368,933
United States;Moldova;Export;Vegetable;Export (US$ Thousand);790,982;42,117;30,738;37,643;6967,527;170,629;17,259;15,155;210,316;18,12
United States;Mongolia;Export;Vegetable;Export (US$ Thousand);85,643;5316,136;90,188;5133,796;205,953;513,958;632,676;643,511;596,949;431,032
United States;Montenegro;Export;Vegetable;Export (US$ Thousand);;86,116;59,149;2382,283;164,139;398,326;272,081;667,424;667,541;608,818
United States;Montserrat;Export;Vegetable;Export (US$ Thousand);74,033;98,125;380,617;117,544;128,057;190,199;133,235;146,38;95,652;127,389
United States;Morocco;Export;Vegetable;Export (US$ Thousand);262235,029;577511,202;334497,723;351136,066;453867,578;517383,327;266795,841;112246,57;149603,323;183194,019
United States;Mozambique;Export;Vegetable;Export (US$ Thousand);19104,349;26627,747;40055,55;38673,254;43059,978;67923,047;46891,277;29335,156;9565,638;5842,91
United States;Myanmar;Export;Vegetable;Export (US$ Thousand);48,847;20,218;2308,263;;885,96;13507,218;6233,854;11319,592;8043,801;24085,302
United States;Namibia;Export;Vegetable;Export (US$ Thousand);7380,137;5302,6;3210,328;332,568;1772,559;9875,122;7166,035;5793,851;82,551;7457,897
United States;Nauru;Export;Vegetable;Export (US$ Thousand);10,8;16,003;;137,075;;;;;;
United States;Nepal;Export;Vegetable;Export (US$ Thousand);2548,028;4009,072;2918,575;2768,542;2910,864;9437,819;2527,63;566,541;861,408;526,15
United States;Netherlands;Export;Vegetable;Export (US$ Thousand);1014029,456;979362,132;1011735,849;584465,791;782179,419;1100424,629;871726,29;975744,215;1424856,199;1411458,495
United States;Netherlands Antilles;Export;Vegetable;Export (US$ Thousand);28639,165;19404,393;20351,024;18965,234;;;;;;
United States;New Caledonia;Export;Vegetable;Export (US$ Thousand);750,78;918,336;2478,842;6521,653;1184,64;1081,294;1302,405;1229,063;1097,344;679,748
United States;New Zealand;Export;Vegetable;Export (US$ Thousand);52961,438;65359,64;76271,413;70517,629;81321,662;89913,327;99900,724;100990,189;135961,771;120819,257
United States;Nicaragua;Export;Vegetable;Export (US$ Thousand);105896,759;138377,423;172070,908;136112,513;188732,849;193052,175;162205,768;113099,97;109664,073;87485,141
United States;Niger;Export;Vegetable;Export (US$ Thousand);8818,74;8493,65;2581,488;12167,366;18634,434;15738,311;11474,853;1006,947;2790,212;669,667
United States;Nigeria;Export;Vegetable;Export (US$ Thousand);468777,74;689882,967;1010145,157;797551,39;891448,845;1219592,916;1000760,978;991210,001;723293,668;546956,143
United States;Niue;Export;Vegetable;Export (US$ Thousand);13,785;;118,382;421,13;231,25;236,43;;;;
United States;Norfolk Island;Export;Vegetable;Export (US$ Thousand);68,384;75;25,582;50,12;73,815;67,062;;;;
United States;Norway;Export;Vegetable;Export (US$ Thousand);38811,354;56478,405;67011,439;38269,863;65588,522;52466,004;55635,988;78019,297;69248,292;85798,002
United States;Occ.Pal.Terr;Export;Vegetable;Export (US$ Thousand);2023,219;17353,691;;;;90;140,076;138,12;107,498;36,012
United States;Oman;Export;Vegetable;Export (US$ Thousand);5534,946;13001,408;53493,068;15731,363;25906,599;59378,197;30720,792;13589,113;17188,02;30584,72
United States;Other Asia, nes;Export;Vegetable;Export (US$ Thousand);1580667,919;2208265,256;2452065,002;2053034,986;1927517,122;2333148,606;1960724,086;1675541,475;2026540,446;1740466,773
United States;Pakistan;Export;Vegetable;Export (US$ Thousand);55376,032;65631,945;124536,214;82442,903;128112,779;157622,149;99636,533;110765,023;87119,946;199219,578
United States;Palau;Export;Vegetable;Export (US$ Thousand);1099,322;967,327;1738,41;2084,745;1609,112;2026,561;1699,677;1715,003;2258,081;2111,46
United States;Panama;Export;Vegetable;Export (US$ Thousand);92833,714;151121,298;204149,061;152710,146;190951,408;207383,729;151768,266;207052,401;200277,035;202555,268
United States;Papua New Guinea;Export;Vegetable;Export (US$ Thousand);446,981;1198,499;27708,067;91036,204;78934,511;2333,809;1427,754;6642,758;9359,306;44921,938
United States;Paraguay;Export;Vegetable;Export (US$ Thousand);417,762;393,95;691,838;566,164;1028,209;1010,062;475,633;956,38;1185,88;1089,869
United States;Peru;Export;Vegetable;Export (US$ Thousand);103035,643;274182,505;233876,423;298455,161;432737,832;451647,702;156515,956;354343,959;802547,029;627845,582
United States;Philippines;Export;Vegetable;Export (US$ Thousand);446402,273;513403,089;934089,769;494373,731;605663,457;939405,05;1227432,715;1220140,979;1197090,772;981185,578
United States;Pitcairn;Export;Vegetable;Export (US$ Thousand);69,928;15,268;;;;;;;;
United States;Poland;Export;Vegetable;Export (US$ Thousand);10901,565;24622,018;41488,882;17649,04;28888,206;24544,409;28641,883;95454,337;31114,871;30117,39
United States;Portugal;Export;Vegetable;Export (US$ Thousand);66439,283;186222,41;191265,788;32800,584;54409,33;177992,038;121274,609;67649,932;297150,743;131958,149
United States;Qatar;Export;Vegetable;Export (US$ Thousand);2592,023;2788,976;4574,615;8764,335;8133,251;11083,13;9789,934;10636,198;11760,999;13155,47
United States;Romania;Export;Vegetable;Export (US$ Thousand);7959,618;22523,923;43659,631;37728,153;20814,188;24509,928;36197,703;19661,425;16152,687;43253,333
United States;Russian Federation;Export;Vegetable;Export (US$ Thousand);90265,993;142477,339;178446,875;171596,135;210306,361;238930,372;273926,055;456824,076;325494,287;223917,141
United States;Rwanda;Export;Vegetable;Export (US$ Thousand);6471,946;6818,775;5222,344;1829,874;591,019;4081,357;535,951;;;
United States;Saint Helena;Export;Vegetable;Export (US$ Thousand);;5,114;22,214;20,906;22,694;3,544;28,085;28,065;11,354;39,317
United States;Saint Maarten (Dutch part);Export;Vegetable;Export (US$ Thousand);;;;;;4695,523;7622,335;7133,003;7764,723;9021,084
United States;Samoa;Export;Vegetable;Export (US$ Thousand);290,017;195,469;125,793;96,17;241,017;215,57;604,256;419,008;247,368;268,791
United States;San Marino;Export;Vegetable;Export (US$ Thousand);207,499;;46,271;;163,664;59,4;16,9;16,9;23,055;28,787
United States;Sao Tome and Principe;Export;Vegetable;Export (US$ Thousand);12,939;;5;115,816;;;;;19,271;9,639
United States;Saudi Arabia;Export;Vegetable;Export (US$ Thousand);228476,57;450557,041;553209,299;399861,444;500258,795;880195,285;743375,525;663127,491;800875,792;801283,275
United States;Senegal;Export;Vegetable;Export (US$ Thousand);3916,284;20012,974;30529,102;3942,875;22867,779;8572,874;671,114;12837,929;17895,506;7670,459
United States;Serbia, FR(Serbia/Montenegro);Export;Vegetable;Export (US$ Thousand);1358,158;418,467;689,197;877,474;965,35;1234,205;1826,894;1577,418;1408,702;452,039
United States;Seychelles;Export;Vegetable;Export (US$ Thousand);141,764;316,677;205,808;;12,708;50,209;;25,104;65,802;37,434
United States;Sierra Leone;Export;Vegetable;Export (US$ Thousand);3799,305;7430,073;4987,529;1305,601;7948,655;11912,04;4854,745;1296,082;793,679;600,566
United States;Singapore;Export;Vegetable;Export (US$ Thousand);94713,919;123287,164;162552;152178,524;151736,304;193116,503;216784,731;215729,199;212373,74;205811,847
United States;Slovak Republic;Export;Vegetable;Export (US$ Thousand);1373,591;658,216;19004,787;671,252;1239,695;1187,978;2898,388;2909,53;2581,451;1616,298
