Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Kiribati;Export;  All Products;Export (US$ Thousand);1399,394;1149,509;7347,54;824,672;3977,797;17667,015;4605,948;6983,607;3293,815;7320,835
United States;Korea, Dem. Rep.;Export;  All Products;Export (US$ Thousand);3,113;1728,16;52151,23;902,84;2867,073;9405,834;11952,22;6582,817;24028,661;4751,721
United States;Korea, Rep.;Export;  All Products;Export (US$ Thousand);32455280,55;34702617,75;34806587,29;28639747,63;38820633,04;43461393,73;42282528,92;41686042,11;44470809,21;43497950,36
United States;Kuwait;Export;  All Products;Export (US$ Thousand);2134943,276;2485206,682;2719359,508;1951751,131;2774766,577;2749651,553;2681906,798;2597569,199;3648587,11;2750626,757
United States;Kyrgyz Republic;Export;  All Products;Export (US$ Thousand);71253,206;48601,243;44337,217;51869,806;79407,764;101878,738;145493,81;106251,152;71677,683;31649,084
United States;Lao PDR;Export;  All Products;Export (US$ Thousand);6958,897;13359,646;18346,685;20447,127;12644,576;26084,818;33494,345;24400,348;28484,907;24584,007
United States;Latvia;Export;  All Products;Export (US$ Thousand);245545,44;381229,206;394134,435;288727,708;344943,057;585962,167;506218,505;494564,967;428178,394;294810,894
United States;Lebanon;Export;  All Products;Export (US$ Thousand);933681,066;826019,736;1463158,844;1440956,77;2009038,48;1807311,627;1039943;1034282,106;1268529,171;1256339,084
United States;Lesotho;Export;  All Products;Export (US$ Thousand);4028,604;7525,706;1339,723;16630,44;11330,245;13181,171;16514,237;571,144;2449,565;881,897
United States;Liberia;Export;  All Products;Export (US$ Thousand);67840,342;75769,497;156630,742;94980,163;191351,777;195207,824;241089,095;173207,342;184437,212;135854,729
United States;Libya;Export;  All Products;Export (US$ Thousand);434856,106;510498,645;721161,662;666056,724;665533,976;307238,676;549022,033;864518,039;531855,792;218000,522
United States;Lithuania;Export;  All Products;Export (US$ Thousand);566944,884;720222,3;831298,315;408029,67;628120,466;1141936,078;756983,833;854290,033;681146,395;528099,017
United States;Luxembourg;Export;  All Products;Export (US$ Thousand);579847,542;1002742,64;1065030,173;1292116,723;1439673,708;1585845,119;1903124,528;1848772,566;1516206,927;1402764,991
United States;Macao;Export;  All Products;Export (US$ Thousand);200225,783;226447,445;306742,843;209188,542;225189,155;291499,829;345460,636;351203,334;433270,582;542277,758
United States;Macedonia, FYR;Export;  All Products;Export (US$ Thousand);22426,182;33561,327;36110,519;34841,289;33332,833;29456,706;21117,5;54778,259;33850,337;30941,352
United States;Madagascar;Export;  All Products;Export (US$ Thousand);44737,462;31958,584;70938,505;165868,563;115994,454;56283,902;64275,029;64007,569;46800,265;54558,745
United States;Malawi;Export;  All Products;Export (US$ Thousand);45738,193;51503,211;44943,925;40423,565;37001,18;56973,282;63951,198;54498,745;50669,581;36006,014
United States;Malaysia;Export;  All Products;Export (US$ Thousand);12550114,96;11679802,38;12962946,26;10401451,21;14079148,38;14263433;12814764,09;13003614,26;13067717,32;12292013,32
United States;Maldives;Export;  All Products;Export (US$ Thousand);17647,304;19321,264;20307,373;17424,044;28284,498;44835,389;30051,856;28778,952;28985,734;35187,022
United States;Mali;Export;  All Products;Export (US$ Thousand);43130,545;31901,355;30921,727;36804,653;37274,32;55077,612;59745,089;49893,003;38462,373;72231,316
United States;Malta;Export;  All Products;Export (US$ Thousand);162584,87;207214,338;253437,906;192855,035;457387,915;752427,011;390983,065;563593,854;917586,514;471495,01
United States;Marshall Islands;Export;  All Products;Export (US$ Thousand);17114,778;22874,688;25174,099;77599,766;91184,68;143791,762;142133,251;65478,036;94723,529;81016,358
United States;Mauritania;Export;  All Products;Export (US$ Thousand);90146,958;102657,391;106603,83;56280,371;84343,006;243310,966;291593,87;245484,751;149239,173;126970,019
United States;Mauritius;Export;  All Products;Export (US$ Thousand);35607,932;49793,601;51293,165;70031,102;40027,845;46369,941;95986,858;42054,67;35219,286;58464,7
United States;Mayotte;Export;  All Products;Export (US$ Thousand);11,724;243,119;57,814;1184,236;6282,489;4572,023;11610,143;8520,11;;
United States;Mexico;Export;  All Products;Export (US$ Thousand);134127534,8;136520317,3;151524799,1;128997663,3;163664583,2;198288689,2;215875039,2;226070226,7;240247090;236377320,4
United States;Micronesia, Fed. Sts.;Export;  All Products;Export (US$ Thousand);29637,087;37824,81;54502,889;67779,141;42389,761;44072,04;51491,652;41588,203;41523,205;40073,353
United States;Moldova;Export;  All Products;Export (US$ Thousand);30093,862;52668,339;66237,298;26812,065;37813,517;39569,462;38267,976;45602,639;35268,886;16255,025
United States;Mongolia;Export;  All Products;Export (US$ Thousand);23000,459;26090,628;57248,374;40482,804;115518,352;315176,816;664955,251;279573,362;167465,762;69356,285
United States;Montenegro;Export;  All Products;Export (US$ Thousand);;45306,063;53185,501;36853,37;14554,803;17673,009;12397,402;21683,955;18179,413;11133,957
United States;Montserrat;Export;  All Products;Export (US$ Thousand);14380,528;4774,256;8564,674;5870,151;4746,579;6903,084;8566,354;8616,652;9181,522;6642,604
United States;Morocco;Export;  All Products;Export (US$ Thousand);875551,576;1343010,748;1518769,078;1606101,141;1947613,644;2823307,066;2170396,557;2483740,957;2102225,551;1608416,274
United States;Mozambique;Export;  All Products;Export (US$ Thousand);64743,316;114949,714;213417,614;189831,553;224019,682;459242,488;351608,971;303016,499;375163,57;264560,995
United States;Myanmar;Export;  All Products;Export (US$ Thousand);7541,563;8709,851;10755,671;6970,205;9650,957;48949,883;65765,942;145830,603;92856,414;227309,857
United States;Namibia;Export;  All Products;Export (US$ Thousand);126858,883;127894,393;280331,267;202314,904;110184,585;136564,152;184614,633;235244,409;342741,711;127933,328
United States;Nauru;Export;  All Products;Export (US$ Thousand);3782,469;8140,371;11240,397;3687,213;2492,127;499,196;2208,92;758,585;812,299;1733,65
United States;Nepal;Export;  All Products;Export (US$ Thousand);16641,805;28815,536;28694,587;31001,678;28269,192;40354,262;37013,899;32513,73;36272,183;36478,744
United States;Netherlands;Export;  All Products;Export (US$ Thousand);31101731,02;32985939,05;40220700,87;32346735,11;37681974,56;43412844,64;40617368,16;42505241,71;43067033,09;40694723,25
United States;Netherlands Antilles;Export;  All Products;Export (US$ Thousand);1485272,084;2082283,608;2951248,263;2130660,466;;;;;;
United States;New Caledonia;Export;  All Products;Export (US$ Thousand);43615,908;57807,854;89120,063;77910,424;108035,793;115339,95;75096,196;72873,939;121189,334;88555,105
United States;New Zealand;Export;  All Products;Export (US$ Thousand);2928545,759;2813173,169;2569714,894;2159433,063;2819062,703;3506791,853;3125314,71;3220332,151;4255674,989;3631254,477
United States;Nicaragua;Export;  All Products;Export (US$ Thousand);755170,187;890346,024;1093009,779;715043,367;981363,718;1058585,304;1128213,231;1059654,311;1008621,497;1256505,701
United States;Niger;Export;  All Products;Export (US$ Thousand);129165,081;69308,772;50007,174;58243,071;48886,203;48152,287;37367,471;46091,405;58515,875;71601,903
United States;Nigeria;Export;  All Products;Export (US$ Thousand);2230798,01;2786672,986;4101984,676;3658007,532;4060548,125;4904789,052;5029335,221;6388832,576;5967788,538;3410333,95
United States;Niue;Export;  All Products;Export (US$ Thousand);2540,329;1662,323;509,662;1209,612;1570,975;716,169;771,748;249,064;111,564;71,371
United States;Norfolk Island;Export;  All Products;Export (US$ Thousand);1954,424;1527,492;3952,84;864,84;661,175;1043,984;1228,303;1730,958;829,925;350,312
United States;Norway;Export;  All Products;Export (US$ Thousand);2400865,243;3053271,194;3402281,307;2752926,985;3107403,562;3628450,233;3501180,019;4618054,604;4423773,287;3595296,895
United States;Occ.Pal.Terr;Export;  All Products;Export (US$ Thousand);2539,417;17644,151;351,435;643,616;2544,915;1193,113;1626,674;1072,665;1924,112;1087,216
United States;Oman;Export;  All Products;Export (US$ Thousand);853844,168;1059219,254;1415389,605;1087468,152;1105209,532;1436647,152;1746916,573;1571253,845;2015911,666;2364234,785
United States;Other Asia, nes;Export;  All Products;Export (US$ Thousand);23023313;26358498,24;25279403,18;18432345,89;26049999,2;25929814,04;24336123,76;25470044,69;26670065,39;25928634,96
United States;Pakistan;Export;  All Products;Export (US$ Thousand);1989532,631;2035079,46;1993051,262;1624888,435;1901071,676;1988748,46;1530065,196;1645795,477;1512131,876;1837838,668
United States;Palau;Export;  All Products;Export (US$ Thousand);10893,762;13817;14078,829;14821,945;14157,003;16831,03;16755,532;18237,634;20521,307;25743,712
United States;Panama;Export;  All Products;Export (US$ Thousand);2704080,345;3734046,925;4910266,131;4357705,416;6064986,24;8246941,524;9822506,358;10557240,01;10462657,82;7831067,01
United States;Papua New Guinea;Export;  All Products;Export (US$ Thousand);43761,533;65888,833;69994,876;217695,385;186079,364;304028,723;391381,919;166733,845;143241,059;207498,801
United States;Paraguay;Export;  All Products;Export (US$ Thousand);910756,489;1236695,034;1610006,919;1352587,351;1810053,906;1972071,175;1740962,791;1932851,655;2115641,101;1503480,123
United States;Peru;Export;  All Products;Export (US$ Thousand);2927202,21;4119530,286;6184066,029;4925182,019;6749502,931;8341848,153;9348621,449;10119123,89;10053610,41;8811444,595
United States;Philippines;Export;  All Products;Export (US$ Thousand);7617348,455;7712784,577;8313640,512;5772849,053;7376713,359;7727870,939;8087355,653;8403502,756;8453324,276;7908848,137
United States;Pitcairn;Export;  All Products;Export (US$ Thousand);1365,209;1894,797;3878,841;568,212;3,683;15,696;40,527;;55,591;17,405
United States;Poland;Export;  All Products;Export (US$ Thousand);1960562,79;3122679,851;4131099,893;2304441,167;2982765,931;3142733,069;3346207,036;3778086,291;3650163,011;3700977,723
United States;Portugal;Export;  All Products;Export (US$ Thousand);1470639,542;2478490,112;2645968,856;1085268,721;1057862,127;1315990,308;1097095,847;844359,196;1135634,789;939751,536
United States;Qatar;Export;  All Products;Export (US$ Thousand);1330925,715;2762083,27;3076772,784;2720183,253;3159769,79;2806681,719;3577715,161;4958347,378;5173424,396;4231836,116
